symbol,trade_ts,ingestion_ts,price,trade_conditions,type,uuid,volume
BINANCE:BTCUSDT,2024-12-14 22:52:18.522+0000,2024-12-14 22:52:20.001+0000,101212.419999999998,,trade,a3b802de-3ab3-4b29-ae7e-7baa7725eaaa,0.0003
BINANCE:BTCUSDT,2024-12-14 22:52:18.420+0000,2024-12-14 22:52:20.001+0000,101212.419999999998,,trade,9fde8400-c8b7-465d-8382-6788bb54416c,0.00114
BINANCE:BTCUSDT,2024-12-14 22:52:18.083+0000,2024-12-14 22:52:20.001+0000,101212.419999999998,,trade,0b941f8c-3aa1-462e-aeee-7e92bb3d6517,0.00045
BINANCE:BTCUSDT,2024-12-14 22:52:17.688+0000,2024-12-14 22:52:20.001+0000,101212.410000000003,,trade,5dfca68f-968e-4042-b4bf-2441458cc11c,0.00324
BINANCE:BTCUSDT,2024-12-14 22:52:17.670+0000,2024-12-14 22:52:20.001+0000,101212.410000000003,,trade,95fde478-c5db-4482-a593-b21244d5c4fb,0.00146
BINANCE:BTCUSDT,2024-12-14 22:52:17.395+0000,2024-12-14 22:52:20.001+0000,101212.410000000003,,trade,25359f4f-af89-4bef-9e58-c1456c8724a7,0.04772
BINANCE:BTCUSDT,2024-12-14 22:52:17.372+0000,2024-12-14 22:52:20.001+0000,101212.419999999998,,trade,eb5c9d54-f761-4670-b447-05f4fe8494d2,6e-05
BINANCE:BTCUSDT,2024-12-14 22:52:17.172+0000,2024-12-14 22:52:20.001+0000,101212.419999999998,,trade,bbfbe5d2-035f-4078-913c-ff78dcfc908e,0.00087
BINANCE:BTCUSDT,2024-12-14 22:52:17.169+0000,2024-12-14 22:52:20.001+0000,101212.410000000003,,trade,9b26f718-9a0a-4860-a514-936efa2891fa,0.00019
BINANCE:BTCUSDT,2024-12-14 22:52:17.114+0000,2024-12-14 22:52:20.001+0000,101212.419999999998,,trade,8e703a63-4187-459a-b007-7d19392d364b,0.00198
BINANCE:BTCUSDT,2024-12-14 22:52:16.654+0000,2024-12-14 22:52:20.001+0000,101212.419999999998,,trade,e60bf1d3-c25d-4b62-a0c8-780277b6e810,0.00039
BINANCE:BTCUSDT,2024-12-14 22:52:16.319+0000,2024-12-14 22:52:20.001+0000,101212.419999999998,,trade,05ebac65-9611-45ad-853f-3e7290c776f1,0.00068
BINANCE:BTCUSDT,2024-12-14 22:52:16.318+0000,2024-12-14 22:52:20.001+0000,101212.419999999998,,trade,5897b161-3bda-4fc8-a0e7-d44c8a378ecf,0.00068
BINANCE:BTCUSDT,2024-12-14 22:52:15.217+0000,2024-12-14 22:52:20.001+0000,101212.410000000003,,trade,7a62db82-88d0-41bf-ae62-e7e01bef1caf,0.00982
BINANCE:BTCUSDT,2024-12-14 22:52:15.187+0000,2024-12-14 22:52:20.001+0000,101212.419999999998,,trade,9e68b733-28a1-4e88-b334-bd17470c32f3,0.00017
BINANCE:BTCUSDT,2024-12-14 22:52:13.608+0000,2024-12-14 22:52:15.001+0000,101212.419999999998,,trade,e897e3ea-1bcc-4958-babf-18ebeaddaf89,0.00115
BINANCE:BTCUSDT,2024-12-14 22:52:12.639+0000,2024-12-14 22:52:15.001+0000,101212.419999999998,,trade,f9534a1c-1a2e-4f93-a744-9251d825a5bf,0.00089
BINANCE:BTCUSDT,2024-12-14 22:52:12.587+0000,2024-12-14 22:52:15.001+0000,101212.419999999998,,trade,5a47e2cb-9edd-42f1-b0a0-35e8109d30a0,0.0003
BINANCE:BTCUSDT,2024-12-14 22:52:12.514+0000,2024-12-14 22:52:15.001+0000,101212.419999999998,,trade,00f61742-75dd-40ee-8f6e-daadea3e3ddd,0.00196
BINANCE:BTCUSDT,2024-12-14 22:52:12.422+0000,2024-12-14 22:52:15.001+0000,101212.419999999998,,trade,24404972-24a9-4a02-8537-51aaa48faf7a,0.00096
BINANCE:BTCUSDT,2024-12-14 22:52:11.835+0000,2024-12-14 22:52:15.001+0000,101212.419999999998,,trade,fa2d7cec-8c05-4f9f-89bb-5be73d57b128,0.00016
BINANCE:BTCUSDT,2024-12-14 22:52:11.812+0000,2024-12-14 22:52:15.001+0000,101212.419999999998,,trade,07a95216-a12d-4f7a-a954-3a7a796d8edd,0.00106
BINANCE:BTCUSDT,2024-12-14 22:52:10.692+0000,2024-12-14 22:52:15.001+0000,101212.419999999998,,trade,595d0cf9-0573-4258-9e51-6b9c46d91204,0.00025
BINANCE:BTCUSDT,2024-12-14 22:52:10.026+0000,2024-12-14 22:52:15.001+0000,101212.410000000003,,trade,8fd8b642-7987-444a-8624-24823d1ff6f9,0.00479
BINANCE:BTCUSDT,2024-12-14 22:52:09.542+0000,2024-12-14 22:52:15.001+0000,101212.419999999998,,trade,0333e3d3-6e72-47ab-9a5c-fb67d697db3b,0.00073
BINANCE:BTCUSDT,2024-12-14 22:52:09.538+0000,2024-12-14 22:52:15.001+0000,101212.419999999998,,trade,aeebbb63-e130-492b-b89b-23cc6de2c1eb,9e-05
BINANCE:BTCUSDT,2024-12-14 22:52:09.506+0000,2024-12-14 22:52:15.001+0000,101212.419999999998,,trade,4db172d7-afcc-4717-9225-88e942d924f5,0.00053
BINANCE:BTCUSDT,2024-12-14 22:52:08.261+0000,2024-12-14 22:52:10.001+0000,101212.410000000003,,trade,b7b18537-3924-4b16-a364-7cd1680223cb,0.00068
BINANCE:BTCUSDT,2024-12-14 22:52:08.177+0000,2024-12-14 22:52:10.001+0000,101212.419999999998,,trade,4bfe290c-1450-4178-83e0-c78210aef0f1,0.00192
BINANCE:BTCUSDT,2024-12-14 22:52:08.084+0000,2024-12-14 22:52:10.001+0000,101212.419999999998,,trade,17623cd4-244a-4021-a0ee-1972c2e93715,0.00599
BINANCE:BTCUSDT,2024-12-14 22:52:07.396+0000,2024-12-14 22:52:10.001+0000,101212.410000000003,,trade,a066cd3e-6620-4c8c-a0a7-df627a6a596f,0.04948
BINANCE:BTCUSDT,2024-12-14 22:52:07.072+0000,2024-12-14 22:52:10.001+0000,101212.410000000003,,trade,43559451-eacb-4a95-bafd-16f68406099e,0.00578
BINANCE:BTCUSDT,2024-12-14 22:52:06.628+0000,2024-12-14 22:52:10.001+0000,101212.419999999998,,trade,de220e59-47bc-41a3-880b-f73f6de0b805,0.00016
BINANCE:BTCUSDT,2024-12-14 22:52:06.544+0000,2024-12-14 22:52:10.001+0000,101212.419999999998,,trade,876c60f8-1bf4-4f70-9269-54f0b01063a2,0.00051
BINANCE:BTCUSDT,2024-12-14 22:52:05.770+0000,2024-12-14 22:52:10.001+0000,101212.419999999998,,trade,026d4fbe-8abf-47d7-8adc-e8efa2ad3bae,0.00031
BINANCE:BTCUSDT,2024-12-14 22:52:05.607+0000,2024-12-14 22:52:10.001+0000,101212.410000000003,,trade,ff7055e9-590d-41d9-a0c8-778890a4aa49,0.00526
BINANCE:BTCUSDT,2024-12-14 22:52:03.445+0000,2024-12-14 22:52:05.001+0000,101212.410000000003,,trade,ff029c3f-cdc7-47fc-9039-28240a7bd74c,8e-05
BINANCE:BTCUSDT,2024-12-14 22:52:03.152+0000,2024-12-14 22:52:05.001+0000,101210.960000000006,,trade,b95ab11e-2c21-4e86-8463-4472e8608832,0.0004
BINANCE:BTCUSDT,2024-12-14 22:52:02.920+0000,2024-12-14 22:52:05.001+0000,101210.970000000001,,trade,d25e7baa-be9f-4e7c-8e7d-4c7e6bd5d3b9,0.00111
BINANCE:BTCUSDT,2024-12-14 22:52:02.719+0000,2024-12-14 22:52:05.001+0000,101210.970000000001,,trade,da76e7e0-adac-4210-83c1-1437a8e4c52e,6e-05
BINANCE:BTCUSDT,2024-12-14 22:52:02.716+0000,2024-12-14 22:52:05.001+0000,101210.960000000006,,trade,c758738c-da2d-431e-b95a-13670b7fbbd7,5e-05
