uuid,ingestion_ts,price,symbol,threshold,trade_ts,volume,window_size
2e37b0fe-27e7-4130-8cd0-cf1704569c6f,2024-12-14 22:37:25.001+0000,101114.369999999995,BINANCE:BTCUSDT,3,2024-12-14 22:37:20.353+0000,5e-05,7
ab745d82-d3bf-446f-9b4c-3144d9d61604,2024-12-14 22:03:45.012+0000,101127.990000000005,BINANCE:BTCUSDT,3,2024-12-14 22:03:43.740+0000,5e-05,7
3ce41b6c-2388-4b91-9ccc-77ba372a9f0c,2024-12-14 22:09:25.002+0000,101093.580000000002,BINANCE:BTCUSDT,3,2024-12-14 22:09:21.699+0000,5e-05,7
36e9dc0d-8dcf-4a48-b42d-d2faf728a4eb,2024-12-14 22:33:40.001+0000,101076,BINANCE:BTCUSDT,3,2024-12-14 22:33:34.966+0000,8e-05,7
37118bbb-552c-4bc3-ae60-cfbfd4246e9f,2024-12-14 22:14:00.001+0000,100936.020000000004,BINANCE:BTCUSDT,3,2024-12-14 22:13:57.037+0000,7e-05,7
be080831-0a38-4a2d-a126-ebcb959a3f61,2024-12-14 22:18:25.002+0000,101015.720000000001,BINANCE:BTCUSDT,3,2024-12-14 22:18:21.248+0000,0.00358,7
b4054e39-5cf6-4342-a69e-1fb710adfcbd,2024-12-14 22:45:30.001+0000,101159.800000000003,BINANCE:BTCUSDT,3,2024-12-14 22:45:25.944+0000,0.00022,7
2f9adc67-0791-4110-a6c4-321db8485787,2024-12-14 22:29:00.002+0000,101167.740000000005,BINANCE:BTCUSDT,3,2024-12-14 22:28:55.252+0000,0.00018,7
0c86673f-b5aa-4239-bf2b-a99edacbab8c,2024-12-14 22:36:00.001+0000,101111.110000000001,BINANCE:BTCUSDT,3,2024-12-14 22:35:56.623+0000,0.00396,7
f6deb752-a5aa-4590-9f9a-ceac3233ffbb,2024-12-14 22:15:40.002+0000,100916.679999999993,BINANCE:BTCUSDT,3,2024-12-14 22:15:38.754+0000,5e-05,7
0d116590-a883-47cc-a59b-b1cd3c18ab3d,2024-12-14 22:29:25.001+0000,101178.850000000006,BINANCE:BTCUSDT,3,2024-12-14 22:29:19.856+0000,0.02642,7
46202831-d841-4a53-a8dd-45817db2c1d6,2024-12-14 22:16:55.001+0000,101027.460000000006,BINANCE:BTCUSDT,3,2024-12-14 22:16:52.453+0000,9e-05,7
a05ef720-4850-470a-9407-fcf22bee33a4,2024-12-14 22:12:35.001+0000,101011.100000000006,BINANCE:BTCUSDT,3,2024-12-14 22:12:31.425+0000,0.00196,7
267ddb95-1c3c-4f48-957f-6eb766818584,2024-12-14 22:13:30.001+0000,101011.740000000005,BINANCE:BTCUSDT,3,2024-12-14 22:13:24.935+0000,0.0001,7
6a4d3e9d-9dd1-4e05-b673-43fa4ba89bde,2024-12-14 22:51:50.001+0000,101188.199999999997,BINANCE:BTCUSDT,3,2024-12-14 22:51:46.775+0000,0.0001,7
d5145c47-ec9a-4c7d-96e9-2759499d2824,2024-12-14 22:34:00.001+0000,101043.179999999993,BINANCE:BTCUSDT,3,2024-12-14 22:33:55.379+0000,0.0001,7
65b5ffc5-1c8a-4aa2-8773-0524406d4b44,2024-12-14 22:17:15.002+0000,100984.660000000003,BINANCE:BTCUSDT,3,2024-12-14 22:17:11.853+0000,0.0001,7
1e49163d-4651-49a1-8991-aa747013cdca,2024-12-14 22:12:35.001+0000,101011.089999999997,BINANCE:BTCUSDT,3,2024-12-14 22:12:32.878+0000,0.06326,7
0f6fd34f-f818-4f99-8ea1-ec4e230e65c6,2024-12-14 22:47:15.001+0000,101141.279999999999,BINANCE:BTCUSDT,3,2024-12-14 22:47:12.316+0000,5e-05,7
47561829-c845-4287-9481-bb9eedf9cac7,2024-12-14 22:03:15.003+0000,101124.020000000004,BINANCE:BTCUSDT,3,2024-12-14 22:03:12.699+0000,8e-05,7
b6cc5fb5-045d-4253-b239-fb4c3a77822f,2024-12-14 22:36:40.002+0000,101161.669999999998,BINANCE:BTCUSDT,3,2024-12-14 22:36:34.916+0000,0.0001,7
07c14715-be4e-47e4-9064-3558fdd919ea,2024-12-14 22:03:20.010+0000,101124,BINANCE:BTCUSDT,3,2024-12-14 22:03:14.775+0000,0.00972,7
7f910be9-c368-4289-852e-7ad9e4d40ff3,2024-12-14 22:24:00.001+0000,101011.699999999997,BINANCE:BTCUSDT,3,2024-12-14 22:23:58.316+0000,0.0001,7
8541ad89-db49-4669-bb5a-ddf43c267d3e,2024-12-14 22:44:30.001+0000,101232.110000000001,BINANCE:BTCUSDT,3,2024-12-14 22:44:25.463+0000,6e-05,7
f1d4b86e-3145-47ae-996d-72cb9ef50282,2024-12-14 22:22:10.001+0000,100972,BINANCE:BTCUSDT,3,2024-12-14 22:22:09.217+0000,0.003,7
3241c598-334c-47c4-a4b2-4b98d1bdf79b,2024-12-14 22:13:30.001+0000,101011.800000000003,BINANCE:BTCUSDT,3,2024-12-14 22:13:24.935+0000,0.0001,7
1a408329-8a91-425d-a25a-38cdadb235ad,2024-12-14 22:03:20.010+0000,101124.009999999995,BINANCE:BTCUSDT,3,2024-12-14 22:03:15.222+0000,0.00463,7
33e69d9c-66ce-46b7-a6ad-085fedb87baf,2024-12-14 22:03:15.003+0000,101124,BINANCE:BTCUSDT,3,2024-12-14 22:03:13.674+0000,0.00056,7
68483074-202f-4431-aaf2-b7e8bbbb0cf3,2024-12-14 22:45:25.001+0000,101168.130000000005,BINANCE:BTCUSDT,3,2024-12-14 22:45:22.936+0000,9e-05,7
3a0be8e0-0a5e-45c0-8281-b81accc96246,2024-12-14 22:14:15.003+0000,100909.100000000006,BINANCE:BTCUSDT,3,2024-12-14 22:14:12.421+0000,8e-05,7
cda45fd3-792e-4c47-bc5d-a7db9cbccf34,2024-12-14 22:24:00.001+0000,101012.440000000002,BINANCE:BTCUSDT,3,2024-12-14 22:23:58.316+0000,5e-05,7
d4bd1f14-4d3b-4a82-86bc-6a55a9ebc4cc,2024-12-14 22:44:35.001+0000,101220,BINANCE:BTCUSDT,3,2024-12-14 22:44:32.835+0000,0.004,7
6e948168-c113-4129-8fbc-cffdccb61e74,2024-12-14 22:09:25.002+0000,101096.009999999995,BINANCE:BTCUSDT,3,2024-12-14 22:09:21.697+0000,6e-05,7
9c6aa28f-a335-4b2d-900f-5258eec723a3,2024-12-14 22:13:30.001+0000,101011.869999999995,BINANCE:BTCUSDT,3,2024-12-14 22:13:24.935+0000,0.00022,7
ae485b1e-6426-4cf1-9cc7-cfbf1c301ae0,2024-12-14 22:15:05.002+0000,100902.020000000004,BINANCE:BTCUSDT,3,2024-12-14 22:15:02.546+0000,6e-05,7
8b17b4aa-0dac-45f1-ab9a-df14a5b529de,2024-12-14 22:03:45.012+0000,101127.960000000006,BINANCE:BTCUSDT,3,2024-12-14 22:03:43.739+0000,4e-05,7
1bec4449-d83b-453e-a1d3-f27cadf7b131,2024-12-14 22:21:50.001+0000,100951.990000000005,BINANCE:BTCUSDT,3,2024-12-14 22:21:46.022+0000,0.0006,7
afc3cfe7-ca3e-4b57-804f-1a6d771047ac,2024-12-14 22:14:50.002+0000,100896.009999999995,BINANCE:BTCUSDT,3,2024-12-14 22:14:45.408+0000,6e-05,7
6bb01216-5950-4e36-af5a-2a97ba2015bb,2024-12-14 22:20:30.001+0000,100917.820000000007,BINANCE:BTCUSDT,3,2024-12-14 22:20:28.731+0000,5e-05,7
034b4872-4605-417b-88ab-d60c3e27f672,2024-12-14 22:08:25.001+0000,101101.039999999994,BINANCE:BTCUSDT,3,2024-12-14 22:08:21.965+0000,3e-05,7
17355114-1ee8-4d08-a173-1ce7110dc6e0,2024-12-14 22:09:25.002+0000,101096.009999999995,BINANCE:BTCUSDT,3,2024-12-14 22:09:21.697+0000,6e-05,7
5bc14943-d0f1-4821-9ef5-2f7c5adf7a3a,2024-12-14 22:44:35.001+0000,101221.050000000003,BINANCE:BTCUSDT,3,2024-12-14 22:44:32.835+0000,0.1404,7
a2fd7701-3495-44fb-b820-f483a7f34e41,2024-12-14 22:37:25.001+0000,101114.369999999995,BINANCE:BTCUSDT,3,2024-12-14 22:37:20.353+0000,7e-05,7
a2608768-d937-40f6-9d03-4bc49ef5b800,2024-12-14 22:20:05.001+0000,100944.449999999997,BINANCE:BTCUSDT,3,2024-12-14 22:20:03.621+0000,6e-05,7
a640f8ef-16fc-4197-9c11-fa259f4d6f49,2024-12-14 22:08:25.001+0000,101101.039999999994,BINANCE:BTCUSDT,3,2024-12-14 22:08:21.965+0000,9e-05,7
85f0f861-62c3-4408-bf1e-8cc2eca417fd,2024-12-14 22:14:10.001+0000,100926.009999999995,BINANCE:BTCUSDT,3,2024-12-14 22:14:03.816+0000,0.0001,7
cd52386b-9694-4884-948b-38463dea88d9,2024-12-14 22:13:30.001+0000,101011.869999999995,BINANCE:BTCUSDT,3,2024-12-14 22:13:24.933+0000,0.00324,7
925e0a15-a667-4146-b2ca-adc6a930c5cb,2024-12-14 22:09:25.002+0000,101092.470000000001,BINANCE:BTCUSDT,3,2024-12-14 22:09:21.706+0000,8e-05,7
640dbfb9-019e-4bde-8c3e-5a5148682b02,2024-12-14 22:45:30.001+0000,101161.190000000002,BINANCE:BTCUSDT,3,2024-12-14 22:45:23.357+0000,0.00248,7
4e1c0c33-9556-4737-a039-06ea4922c13f,2024-12-14 22:09:25.002+0000,101092,BINANCE:BTCUSDT,3,2024-12-14 22:09:21.706+0000,0.003,7
c2b5a343-f014-492a-a344-fc1ea1accacc,2024-12-14 22:17:00.001+0000,101021.660000000003,BINANCE:BTCUSDT,3,2024-12-14 22:16:54.097+0000,3e-05,7
447218ff-d0d3-45d3-8c42-ef8e13231c25,2024-12-14 22:14:40.001+0000,100896.389999999999,BINANCE:BTCUSDT,3,2024-12-14 22:14:36.504+0000,8e-05,7
f9237a72-32c8-4fbf-867a-dde5f3a60b1c,2024-12-14 22:51:50.001+0000,101187.970000000001,BINANCE:BTCUSDT,3,2024-12-14 22:51:46.545+0000,0.00237,7
22a3a70b-07a8-4634-b210-24109688c679,2024-12-14 22:10:20.001+0000,101039.399999999994,BINANCE:BTCUSDT,3,2024-12-14 22:10:17.716+0000,6e-05,7
3d5e4701-b82f-41f7-90e9-113140d6e248,2024-12-14 22:03:15.003+0000,101125.169999999998,BINANCE:BTCUSDT,3,2024-12-14 22:03:12.689+0000,9e-05,7
352cf9e8-b713-447e-b35f-bfb02b6d83ca,2024-12-14 22:03:45.012+0000,101119.220000000001,BINANCE:BTCUSDT,3,2024-12-14 22:03:43.561+0000,0.1436,7
f15ce778-f8a2-4ee9-8053-8b7294f27db9,2024-12-14 22:51:15.001+0000,101178.149999999994,BINANCE:BTCUSDT,3,2024-12-14 22:51:12.715+0000,5e-05,7
1f88586d-6133-43cb-a233-509b5f850738,2024-12-14 22:44:35.001+0000,101221.059999999998,BINANCE:BTCUSDT,3,2024-12-14 22:44:31.382+0000,0.00034,7
914f7544-1fdf-4d13-985a-d7b480eaeacb,2024-12-14 22:13:30.001+0000,100992.399999999994,BINANCE:BTCUSDT,3,2024-12-14 22:13:25.316+0000,8e-05,7
827da9d2-8a51-4e80-85a0-8862a8208938,2024-12-14 22:14:40.001+0000,100897.720000000001,BINANCE:BTCUSDT,3,2024-12-14 22:14:36.504+0000,8e-05,7
1546b866-0f41-475f-9c7a-045eccbc4643,2024-12-14 22:45:20.001+0000,101178.259999999995,BINANCE:BTCUSDT,3,2024-12-14 22:45:16.141+0000,8e-05,7
193fc2a4-03b7-440d-9f00-ada0620d9fcf,2024-12-14 22:03:15.003+0000,101125.179999999993,BINANCE:BTCUSDT,3,2024-12-14 22:03:12.516+0000,6e-05,7
db702e00-e264-4bf2-a537-25e640e47789,2024-12-14 22:02:27.898+0000,101070.639999999999,BINANCE:BTCUSDT,3,2024-12-14 22:02:02.328+0000,8e-05,7
a49dad3d-8a80-43c0-ba37-ba8c258521ea,2024-12-14 22:08:25.001+0000,101100.179999999993,BINANCE:BTCUSDT,3,2024-12-14 22:08:21.911+0000,3e-05,7
155e8a09-6be8-422a-9f4a-089d9e56c199,2024-12-14 22:14:10.001+0000,100929.339999999997,BINANCE:BTCUSDT,3,2024-12-14 22:14:03.816+0000,0.0001,7
7565290a-b6c6-4b21-ab40-be2b9a29e339,2024-12-14 22:27:50.001+0000,101155.190000000002,BINANCE:BTCUSDT,3,2024-12-14 22:27:47.440+0000,0.00086,7
86b4487c-7114-4a35-98ef-f23c15d5ac88,2024-12-14 22:45:20.001+0000,101178.259999999995,BINANCE:BTCUSDT,3,2024-12-14 22:45:16.141+0000,6e-05,7
46e36c6f-90a6-4bae-8a19-8be45f054e0c,2024-12-14 22:45:35.002+0000,101159.800000000003,BINANCE:BTCUSDT,3,2024-12-14 22:45:28.713+0000,0.00513,7
bda9ba43-bc72-48cc-b993-0f2312f787e1,2024-12-14 22:03:45.012+0000,101127.990000000005,BINANCE:BTCUSDT,3,2024-12-14 22:03:43.740+0000,5e-05,7
b8ac0f42-d376-4e7f-9dee-d8bfed75fa3c,2024-12-14 22:51:00.001+0000,101169.990000000005,BINANCE:BTCUSDT,3,2024-12-14 22:50:54.016+0000,5e-05,7
2d7c6926-74de-43bd-94b0-3e3ab23992ae,2024-12-14 22:18:25.002+0000,101015.720000000001,BINANCE:BTCUSDT,3,2024-12-14 22:18:21.247+0000,0.2043,7
7fee5217-692c-4480-b529-bf0b71eb1164,2024-12-14 22:03:45.012+0000,101127.990000000005,BINANCE:BTCUSDT,3,2024-12-14 22:03:43.740+0000,6e-05,7
6edf6d01-dc8d-4af3-a41c-245bb9f73ffd,2024-12-14 22:03:45.012+0000,101120.440000000002,BINANCE:BTCUSDT,3,2024-12-14 22:03:43.565+0000,2e-05,7
b14bdb9f-88e1-4539-89d4-492b05c5d4a9,2024-12-14 22:22:15.001+0000,100975.990000000005,BINANCE:BTCUSDT,3,2024-12-14 22:22:09.806+0000,0.00024,7
2e3d76d4-1962-4539-a12f-30fd1b20627d,2024-12-14 22:03:15.003+0000,101125.169999999998,BINANCE:BTCUSDT,3,2024-12-14 22:03:12.688+0000,9e-05,7
965310d7-055e-45dc-8480-fc20f9322340,2024-12-14 22:02:27.898+0000,101071.490000000005,BINANCE:BTCUSDT,3,2024-12-14 22:02:02.328+0000,0.0001,7
a5c8a3e5-2722-4111-997b-5df409446fee,2024-12-14 22:17:55.001+0000,101015.720000000001,BINANCE:BTCUSDT,3,2024-12-14 22:17:50.648+0000,0.00039,7
7206f17b-510a-428c-b8f2-2a8104ae0a71,2024-12-14 22:17:55.001+0000,101015.720000000001,BINANCE:BTCUSDT,3,2024-12-14 22:17:50.902+0000,0.00039,7
40156ceb-1c1d-4a0b-9883-6e03c7f62ad6,2024-12-14 22:09:25.002+0000,101093.580000000002,BINANCE:BTCUSDT,3,2024-12-14 22:09:21.699+0000,8e-05,7
99ba8184-a212-4d96-bf08-7aaa077d864b,2024-12-14 22:44:30.001+0000,101232.160000000003,BINANCE:BTCUSDT,3,2024-12-14 22:44:25.458+0000,1e-05,7
a1b765ce-44ab-4856-abc7-7e58bd1cc0c3,2024-12-14 22:13:30.001+0000,101011.869999999995,BINANCE:BTCUSDT,3,2024-12-14 22:13:24.935+0000,6e-05,7
f476e4d6-2d5b-449f-bd64-8741a8fc2d22,2024-12-14 22:34:00.001+0000,101043.179999999993,BINANCE:BTCUSDT,3,2024-12-14 22:33:55.379+0000,0.00012,7
9f666096-35e0-4929-a531-49ce84964c7a,2024-12-14 22:03:15.003+0000,101124.009999999995,BINANCE:BTCUSDT,3,2024-12-14 22:03:12.699+0000,3e-05,7
5f3be0b3-7dd9-45a9-a66d-8f5915b3e3c2,2024-12-14 22:44:05.001+0000,101254.589999999997,BINANCE:BTCUSDT,3,2024-12-14 22:44:03.219+0000,5e-05,7
256eb691-19e2-45f1-bd56-7c3829ee1b6c,2024-12-14 22:17:00.001+0000,101020.809999999998,BINANCE:BTCUSDT,3,2024-12-14 22:16:55.335+0000,0.00011,7
128002da-615c-4c2c-9d3d-b06b3889247a,2024-12-14 22:08:25.001+0000,101102.050000000003,BINANCE:BTCUSDT,3,2024-12-14 22:08:19.257+0000,0.00033,7
b1236be1-4039-4358-9dcd-2976f7c784bd,2024-12-14 22:09:25.002+0000,101092.470000000001,BINANCE:BTCUSDT,3,2024-12-14 22:09:21.706+0000,8e-05,7
f40577d6-65de-4576-ad1f-1e1e41a68c42,2024-12-14 22:42:30.001+0000,101199.990000000005,BINANCE:BTCUSDT,3,2024-12-14 22:42:26.567+0000,7e-05,7
2eab2858-9f9a-478e-ba62-80d48a364799,2024-12-14 22:36:40.002+0000,101161.669999999998,BINANCE:BTCUSDT,3,2024-12-14 22:36:34.772+0000,0.02472,7
2fa35449-f3db-4896-893e-0c90291a0bb1,2024-12-14 22:13:40.002+0000,100964.009999999995,BINANCE:BTCUSDT,3,2024-12-14 22:13:37.517+0000,8e-05,7
