symbol,trade_ts,price,trade_conditions,type,volume,price_anomaly,volume_anomaly
BINANCE:BTCUSDT,2024-12-06 20:18:40.666+0000,101648.01,,trade,0.00017,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:40.740+0000,101648.0,,trade,0.006,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:40.871+0000,101648.01,,trade,0.01169,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.240+0000,101648.0,,trade,0.00294,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.482+0000,101648.0,,trade,0.00122,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.522+0000,101648.0,,trade,0.019,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.532+0000,101648.0,,trade,0.00266,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.599+0000,101651.26,,trade,0.0002,1.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.614+0000,101648.01,,trade,0.00301,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.620+0000,101649.09,,trade,8e-05,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.648+0000,101649.1,,trade,0.02041,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.652+0000,101649.1,,trade,0.00143,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.669+0000,101649.1,,trade,0.02428,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.699+0000,101649.1,,trade,0.02634,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.727+0000,101649.09,,trade,0.0001,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.853+0000,101656.0,,trade,0.02475,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:41.860+0000,101655.99,,trade,0.01171,0.0,1.0
BINANCE:BTCUSDT,2024-12-06 20:18:42.036+0000,101656.0,,trade,0.00185,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:42.402+0000,101656.0,,trade,0.01667,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:42.457+0000,101655.99,,trade,5e-05,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:42.936+0000,101655.99,,trade,0.0035,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:42.956+0000,101655.99,,trade,0.00197,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:42.964+0000,101656.0,,trade,0.00334,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:43.026+0000,101655.99,,trade,0.02655,0.0,1.0
BINANCE:BTCUSDT,2024-12-06 20:18:43.300+0000,101656.0,,trade,0.07197,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:43.424+0000,101655.99,,trade,0.00098,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:43.460+0000,101655.99,,trade,0.00029,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:43.986+0000,101655.99,,trade,0.00097,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:44.027+0000,101656.0,,trade,0.00148,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:44.069+0000,101655.99,,trade,0.00177,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:44.286+0000,101656.0,,trade,0.00026,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:44.324+0000,101655.99,,trade,0.0001,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:44.361+0000,101655.99,,trade,0.00015,0.0,1.0
BINANCE:BTCUSDT,2024-12-06 20:18:44.780+0000,101656.0,,trade,0.0002,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.348+0000,101656.0,,trade,0.0022,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.668+0000,101655.99,,trade,0.07856,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.670+0000,101653.1,,trade,0.00025,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.673+0000,101652.01,,trade,5e-05,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.674+0000,101651.99,,trade,8e-05,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.676+0000,101651.99,,trade,0.00166,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.687+0000,101651.73,,trade,8e-05,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.715+0000,101650.63,,trade,7e-05,0.0,1.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.716+0000,101650.01,,trade,5e-05,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.717+0000,101650.0,,trade,0.00266,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.857+0000,101650.0,,trade,0.00316,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:45.891+0000,101650.0,,trade,0.00233,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:46.250+0000,101650.01,,trade,0.0023,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:46.418+0000,101650.0,,trade,0.01,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:46.651+0000,101650.0,,trade,0.00291,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:46.677+0000,101650.01,,trade,0.01896,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:46.737+0000,101650.0,,trade,0.32161,0.0,1.0
BINANCE:BTCUSDT,2024-12-06 20:18:46.880+0000,101648.43,,trade,0.6,1.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:46.968+0000,101650.0,,trade,0.09381,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:46.970+0000,101650.0,,trade,0.00115,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:47.000+0000,101650.0,,trade,0.05246,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:47.003+0000,101645.48,,trade,0.00116,1.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:47.349+0000,101648.01,,trade,0.00156,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:47.531+0000,101648.0,,trade,0.09721,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:48.029+0000,101648.01,,trade,0.00323,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:48.754+0000,101648.0,,trade,0.00049,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:48.801+0000,101648.01,,trade,0.00035,0.0,1.0
BINANCE:BTCUSDT,2024-12-06 20:18:48.907+0000,101650.0,,trade,8e-05,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:48.950+0000,101650.01,,trade,0.00041,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:48.984+0000,101650.01,,trade,0.00018,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:49.032+0000,101650.52,,trade,0.0201,1.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:49.183+0000,101653.97,,trade,0.0001,1.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:49.224+0000,101650.0,,trade,0.00405,0.0,1.0
BINANCE:BTCUSDT,2024-12-06 20:18:49.286+0000,101650.0,,trade,0.00734,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:49.503+0000,101650.0,,trade,7e-05,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:50.243+0000,101650.74,,trade,0.07367,0.0,1.0
BINANCE:BTCUSDT,2024-12-06 20:18:50.244+0000,101653.75,,trade,0.16016,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:50.248+0000,101653.74,,trade,8e-05,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:50.251+0000,101655.77,,trade,0.00094,1.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:50.252+0000,101655.39,,trade,0.00116,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:50.533+0000,101655.38,,trade,0.0196,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:50.572+0000,101655.39,,trade,0.01415,0.0,1.0
BINANCE:BTCUSDT,2024-12-06 20:18:50.574+0000,101655.39,,trade,0.00251,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:50.754+0000,101659.27,,trade,0.01236,0.0,0.0
BINANCE:BTCUSDT,2024-12-06 20:18:50.757+0000,101660.59,,trade,0.00166,0.0,0.0
